/home/andreas/anaconda3/envs/default/bin/python /home/andreas/workspace/semeval/project/results_evaluator.py
start evaluating
|                                   |   pred_acc |   val_acc |   epoch | backend    | classifier     |   dimensionality |   padding |   lstm_size | activation1   | activation2   | optimizer   | loss                           |   batch_size |   dropout |   vsplit | embedding                                    |   embedding2 |   rich |   runtime | argv                                                                                                                                                                                                                                             |
| ('2018-01-07_03-36-01-329313', 3) |      0.699 |     0.636 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   222.636 | ['--patience', '3']                                                                                                                                                                                                                              |
| ('2017-12-12_23-46-50-356087', 3) |      0.699 |     0.636 |       9 | tensorflow | LSTM_01        |              300 |       250 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   513.832 | ['--runs', '5', '--padding', '250', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                             |
| ('2017-12-10_01-29-45-041196', 5) |      0.699 |     0.678 |      12 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | rmsprop     | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   932.005 | ['main.py', '--runs', '5', '--optimizer', 'rmsprop', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                               |
| ('2018-01-08_17-18-00-247898', 1) |      0.699 |     0.669 |      11 | tensorflow | LSTM_05conc    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1328.276 | ['--classifier', 'LSTM_05conc']                                                                                                                                                                                                                  |
| ('2017-12-12_23-46-50-302580', 3) |      0.699 |     0.636 |       9 | tensorflow | LSTM_01        |              300 |       125 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   269.221 | ['--runs', '5', '--padding', '125', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                             |
| ('2018-01-06_22-52-32-049368', 3) |      0.699 |     0.636 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   235.927 | []                                                                                                                                                                                                                                               |
| ('2017-12-12_23-46-50-049267', 3) |      0.699 |     0.636 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   240.147 | ['--runs', '5', '--lstm_size', '64', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                            |
| ('2018-01-07_19-55-32-347520', 3) |      0.699 |     0.636 |       9 | tensorflow | ATT_LSTM_X     |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   212.210 | ['--classifier', 'ATT_LSTM_01']                                                                                                                                                                                                                  |
| ('2017-12-13_00-14-13-318840', 4) |      0.696 |     0.665 |      13 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   320.711 | ['--runs', '5', '--vsplit', '0.1', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                              |
| ('2017-12-10_01-29-45-041196', 2) |      0.696 |     0.657 |      12 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | rmsprop     | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   928.610 | ['main.py', '--runs', '5', '--optimizer', 'rmsprop', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                               |
| ('2018-01-09_21-59-52-641569', 3) |      0.696 |     0.657 |       9 | tensorflow | ATT_LSTM_03b   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   481.012 | ['--runs', '8', '--patience', '5', '--classifier', 'ATT_LSTM_03b']                                                                                                                                                                               |
| ('2017-12-10_01-29-41-134665', 2) |      0.696 |     0.669 |       8 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   644.708 | ['main.py', '--runs', '5', '--pre_seed', '10', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                     |
| ('2017-12-13_00-14-11-161422', 3) |      0.696 |     0.653 |      11 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.050 | embeddings_cache_file_word2vec               |          nan |      3 |   271.360 | ['--runs', '5', '--vsplit', '0.05', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                             |
| ('2018-01-06_23-17-25-099243', 3) |      0.696 |     0.654 |       8 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec               |          nan |      3 |    93.600 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2017-12-08_00-42-54-218230', 1) |      0.696 |     0.665 |      12 | Theano     | LSTM_01        |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   542.617 | nan                                                                                                                                                                                                                                              |
| ('2017-12-08_00-51-54-026742', 1) |      0.696 |     0.665 |      12 | Theano     | LSTM_01        |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   538.292 | nan                                                                                                                                                                                                                                              |
| ('2017-12-10_01-29-44-233654', 2) |      0.696 |     0.698 |      12 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_fastText_prov_freq_lc2 |          nan |      3 |   889.289 | ['main.py', '--runs', '5', '--embedding', 'ftx_pf_lc2', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                            |
| ('2017-12-10_01-29-41-134665', 3) |      0.696 |     0.690 |      10 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   765.008 | ['main.py', '--runs', '5', '--pre_seed', '10', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                     |
| ('2017-12-13_00-08-52-789707', 3) |      0.693 |     0.653 |      11 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | mean_squared_logarithmic_error |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   254.941 | ['--runs', '5', '--loss', 'mean_squared_logarithmic_error', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                     |
| ('2017-12-10_01-29-45-066400', 2) |      0.693 |     0.678 |       8 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   647.667 | ['main.py', '--runs', '5', '--pre_seed', '4', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
| ('2017-12-10_01-29-45-060616', 4) |      0.693 |     0.650 |      14 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.500 | embeddings_cache_file_word2vec               |          nan |      3 |   777.315 | ['main.py', '--runs', '5', '--vsplit', '0.5', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
| ('2017-12-13_00-11-37-095304', 5) |      0.693 |     0.674 |      11 | tensorflow | LSTM_01        |              300 |       100 |          64 | softsign      | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   271.567 | ['--runs', '5', '--activation1', 'softsign', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                    |
| ('2017-12-13_00-09-22-356021', 3) |      0.693 |     0.636 |      11 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   262.826 | ['--runs', '5', '--activation1', 'relu', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                        |
| ('2018-01-08_13-21-09-763714', 3) |      0.693 |     0.665 |       9 | tensorflow | LSTM_02c       |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   394.871 | ['--classifier', 'LSTM_02c']                                                                                                                                                                                                                     |
| ('2017-12-10_01-29-45-097188', 4) |      0.693 |     0.637 |      12 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.450 | embeddings_cache_file_word2vec               |          nan |      3 |   715.984 | ['main.py', '--runs', '5', '--vsplit', '0.45', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                     |
| ('2018-01-09_20-04-37-841751', 3) |      0.693 |     0.640 |      11 | tensorflow | ATT_LSTM_03b   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   879.527 | ['--patience', '5', '--classifier', 'ATT_LSTM_03b']                                                                                                                                                                                              |
| ('2017-12-13_00-15-05-828097', 3) |      0.693 |     0.638 |      12 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.350 | embeddings_cache_file_word2vec               |          nan |      3 |   234.255 | ['--runs', '5', '--vsplit', '0.35', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                             |
| ('2018-01-09_23-45-49-605686', 2) |      0.693 |     0.674 |      12 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   285.428 | []                                                                                                                                                                                                                                               |
| ('2017-12-10_01-29-44-165403', 1) |      0.693 |     0.686 |      16 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_dict2vec_prov_freq_lc2 |          nan |      3 |  1133.371 | ['main.py', '--runs', '5', '--embedding', 'd2v_pf_lc2', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                            |
| ('2018-01-07_01-51-55-304775', 3) |      0.690 |     0.682 |      10 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   474.178 | ['--dense_factor', '4']                                                                                                                                                                                                                          |
| ('2017-12-10_01-29-44-296269', 1) |      0.690 |     0.665 |      15 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_dict2vec               |          nan |      3 |  1150.868 | ['main.py', '--runs', '5', '--embedding', 'd2v', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                   |
| ('2017-12-09_20-25-52-448863', 1) |      0.690 |     0.702 |       8 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           16 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   894.215 | nan                                                                                                                                                                                                                                              |
| ('2017-12-09_20-25-52-539626', 1) |      0.690 |     0.678 |      10 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |          128 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   516.401 | nan                                                                                                                                                                                                                                              |
| ('2017-12-13_00-15-56-258576', 3) |      0.690 |     0.640 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      2 |   222.768 | ['--runs', '5', '--rich', '2', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                                  |
| ('2018-01-06_22-52-49-547038', 2) |      0.690 |     0.636 |      12 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   277.019 | ['--padding', '47']                                                                                                                                                                                                                              |
| ('2017-12-12_23-46-50-046997', 2) |      0.690 |     0.669 |       8 | tensorflow | LSTM_01        |              300 |        25 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |    77.251 | ['--runs', '5', '--padding', '25', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                              |
| ('2017-12-10_01-28-44-137141', 1) |      0.690 |     0.686 |      10 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   769.597 | ['main.py', '--runs', '5', '--pre_seed', '1', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
| ('2017-12-12_23-46-51-697222', 3) |      0.690 |     0.669 |       8 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           64 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   150.653 | ['--runs', '5', '--batch_size', '64', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                           |
| ('2017-12-10_01-29-41-162434', 2) |      0.690 |     0.690 |       8 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   635.617 | ['main.py', '--runs', '5', '--pre_seed', '6', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
| ('2017-12-13_00-11-37-095304', 3) |      0.690 |     0.665 |       6 | tensorflow | LSTM_01        |              300 |       100 |          64 | softsign      | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   151.549 | ['--runs', '5', '--activation1', 'softsign', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                    |
| ('2018-01-07_01-51-55-304775', 2) |      0.690 |     0.702 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   209.831 | ['--dense_factor', '4']                                                                                                                                                                                                                          |
| ('2017-12-12_23-46-51-713718', 1) |      0.690 |     0.694 |      11 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   256.743 | ['--runs', '5', '--pre_seed', '1', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                              |
| ('2017-12-08_00-42-54-218230', 3) |      0.690 |     0.678 |      12 | Theano     | LSTM_01        |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   551.306 | nan                                                                                                                                                                                                                                              |
| ('2017-12-10_01-29-45-316670', 5) |      0.690 |     0.690 |      12 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.200 | embeddings_cache_file_word2vec               |          nan |      3 |   827.685 | ['main.py', '--runs', '5', '--vsplit', '0.2', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
| ('2017-12-10_01-29-45-628609', 5) |      0.690 |     0.664 |      10 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec               |          nan |      3 |   660.842 | ['main.py', '--runs', '5', '--vsplit', '0.4', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
| ('2017-12-12_23-46-49-398558', 4) |      0.690 |     0.653 |      10 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.800 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   270.701 | ['--runs', '5', '--dropout', '0.8', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                             |
| ('2017-12-08_00-51-54-026742', 3) |      0.690 |     0.678 |      12 | Theano     | LSTM_01        |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   544.144 | nan                                                                                                                                                                                                                                              |
| ('2017-12-10_01-29-43-116198', 2) |      0.687 |     0.674 |       5 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   458.816 | ['main.py', '--runs', '5', '--pre_seed', '8', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
| ('2017-12-12_23-46-52-432775', 4) |      0.687 |     0.616 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adagrad     | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   219.373 | ['--runs', '5', '--optimizer', 'adagrad', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                       |
| ('2018-01-08_13-21-09-763714', 2) |      0.687 |     0.665 |      10 | tensorflow | LSTM_02c       |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   448.267 | ['--classifier', 'LSTM_02c']                                                                                                                                                                                                                     |
| ('2017-12-12_23-46-50-069562', 3) |      0.687 |     0.665 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |          256 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   150.378 | ['--runs', '5', '--batch_size', '256', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                          |
| ('2018-01-09_20-06-55-833929', 3) |      0.687 |     0.649 |      12 | tensorflow | ATT_LSTM_03c   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   984.051 | ['--patience', '5', '--classifier', 'ATT_LSTM_03c']                                                                                                                                                                                              |
| ('2017-12-12_23-46-49-502051', 5) |      0.687 |     0.674 |       6 | tensorflow | LSTM_01        |              300 |       100 |          96 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   174.711 | ['--runs', '5', '--lstm_size', '96', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                            |
| ('2017-12-13_00-15-41-941946', 3) |      0.687 |     0.640 |      10 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.500 | embeddings_cache_file_word2vec               |          nan |      3 |   170.255 | ['--runs', '5', '--vsplit', '0.5', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                              |
| ('2017-12-12_23-46-50-050508', 5) |      0.687 |     0.640 |      11 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | rmsprop     | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   272.831 | ['--runs', '5', '--optimizer', 'rmsprop', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                       |
| ('2017-12-13_00-14-22-395401', 3) |      0.687 |     0.661 |       8 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.150 | embeddings_cache_file_word2vec               |          nan |      3 |   191.650 | ['--runs', '5', '--vsplit', '0.15', '--out_path', '/scratch_gs/funkea/semeval/out/']                                                                                                                                                             |
| ('2017-12-10_01-28-44-137141', 4) |      0.687 |     0.669 |       8 | Theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   665.260 | ['main.py', '--runs', '5', '--pre_seed', '1', '--save_path', '/scratch_gs/funkea/semeval/']                                                                                                                                                      |
